-7060.474819105094,-17921.35025123225
-7159.056550473604,-18649.292573064417
14828.128841621477,3679.956758396531
14638.50442791559,3178.1799155492463
3054.96952893249,-14741.833293123502
14698.880885178896,3562.5449301630006
14945.323785961158,2680.312254783317
2838.4034116921325,-13889.70635001108
-19757.405459649337,-9220.582834206407
-19281.95089257783,-9536.249896297248
14296.229097407833,3503.270591652042
-7361.217402628583,-17971.51611332724
-19611.950892223584,-9385.704455941623
2501.798787316778,-14111.913190187657
14921.382506057718,-8371.398163130041
14623.183144607809,3202.100799998227
-6918.240951293541,-18092.97354385065
14693.581542272976,-8357.900532691601
14990.965906827627,2871.0715159369975
-19635.330045175262,-9049.36506902829
-19470.551061623613,-9325.728275747213
2833.283196216118,-14425.92329262552
-19054.95207286449,-9310.603937600004
14822.300389549142,-8475.652505243565
14890.344540309514,-8588.874636188448
15148.418201722056,-8580.466502522302
-7064.358398243382,-18326.19511614015
14531.065800613664,3285.439383391274
-19667.52277184184,-9077.377762300202
-6978.218902445089,-18171.957032654667
-19146.014893246942,-8801.130715048355
-7485.32834101553,-17808.77879591368
-19742.430510438415,-8661.48761572454
14821.215166158394,3110.5546947727257
-19521.15234578845,-9877.970806466132
2681.9405449846354,-14902.14235003217
-7311.487045344133,-18791.781168095808
14879.25926856173,-8367.643810494867
-7236.544374908649,-17774.270609533873
14977.652206556466,-8367.037409793222
2862.979778711409,-14076.862375664032
-6884.911421838725,-18019.878484524033
-6851.026748747396,-18864.915944511806
14771.376158670142,3110.593387639441
14662.200063201148,-8293.693283830926
14941.464808393046,-8557.532179359987
2639.0039569633127,-13727.292012143373
2509.0404451374266,-14144.669391957299
14805.526493518151,3177.4390446591774
14791.153668381594,-8494.124869638881
15025.113471521307,3648.519665517488
-7159.187219950358,-18513.048030317594
-7128.448917523621,-17836.920004943415
2711.2544209432644,-14803.804163822659
15035.45260250131,3680.677684421819
-19596.583777682536,-9830.645744662286
14874.604460068542,-8425.85353137529
14305.871250300137,3393.018115289082
14703.066991378608,3732.4304218856832
2721.8545432005176,-13779.532639180676
2501.3950040135546,-14440.853002555377
-19224.6309414923,-9340.802061919714
2435.41485350434,-14532.999305319297
15129.810070357747,3111.5612777141887
2875.3320284262445,-14921.597263955186
-7432.780997353259,-18139.735807126413
14920.705696591702,3490.6424469320946
14723.100695846399,-8587.413978191355
2446.307272873671,-14472.969664367985
-19738.840548456585,-9322.082240223544
-19216.100084173777,-9070.397605736152
-7144.265995395279,-17929.5310092425
-6831.491790307227,-17666.877316434464
-19467.986350326853,-9271.37750849988
14798.406643482838,3185.1000766067773
-19873.46814289727,-9302.447696162722
14124.393252106924,3648.8700305423135
-19893.27835883556,-9128.210121351187
14778.05631283873,3500.1668665794705
